total_lines,blank_line_ratio,avg_line_length,long_line_ratio,comment_density,num_functions,num_classes,num_loops,num_conditionals,num_try_except,import_count,assertion_count,avg_function_length,max_function_length,docstring_ratio,avg_identifier_length,single_char_var_ratio,type_annotation_ratio,magic_number_count,nested_function_count,ast_parse_success,avg_cyclomatic_complexity,max_cyclomatic_complexity,maintainability_index,label
43,0.3256,36.86,0.0233,0.0,2,1,4,0,0,4,0,3.0,3,0.0,6.67,0.0,0.5,0,0,1,1.8,2,63.36,human
19,0.3158,39.15,0.0,0.0,0,1,1,0,0,4,0,0.0,0,0.0,8.31,0.0,0.0,0,0,1,1.5,2,100.0,human
31,0.2581,33.22,0.0,0.0,0,1,1,1,0,5,0,0.0,0,0.0,6.81,0.1154,0.0,3,0,1,2.5,4,61.54,human
26,0.3077,36.67,0.0385,0.0,0,1,1,0,0,4,0,0.0,0,0.0,7.0,0.1,0.0,4,0,1,1.5,2,68.72,human
17,0.2353,38.54,0.0,0.0,0,0,1,0,0,3,0,0.0,0,0.0,9.0,0.0,0.0,0,0,1,2.0,2,100.0,human
18,0.2222,26.29,0.0,0.0,0,0,0,0,0,2,0,0.0,0,0.0,5.85,0.0,0.0,0,0,1,1.0,1,100.0,human
21,0.2857,26.53,0.0,0.0,0,1,0,0,0,2,0,0.0,0,0.0,8.17,0.0,0.0,1,0,1,1.0,1,100.0,human
16,0.4375,29.44,0.0,0.0,1,1,0,0,0,2,0,2.0,2,0.0,7.5,0.0,0.0,0,0,1,1.0,1,100.0,human
33,0.2424,31.72,0.0,0.0,0,0,0,0,0,3,0,0.0,0,0.0,5.53,0.0,0.0,0,0,1,1.67,2,100.0,human
17,0.3529,36.73,0.0588,0.0,0,0,0,0,0,2,0,0.0,0,0.0,5.45,0.0,0.0,0,0,1,1.0,1,100.0,human
15,0.4,34.11,0.0,0.0,0,0,0,0,0,2,0,0.0,0,0.0,5.22,0.0,0.0,0,0,1,1.0,1,100.0,human
21,0.2857,32.27,0.0,0.0,0,0,0,2,0,2,0,0.0,0,0.0,5.0,0.0,0.0,0,0,1,2.0,2,66.09,human
39,0.2051,29.45,0.0,0.0,0,0,0,0,0,3,0,0.0,0,0.0,5.63,0.0,0.0,0,0,1,1.67,2,100.0,human
31,0.2258,31.46,0.0,0.0,0,0,0,0,0,2,0,0.0,0,0.0,5.31,0.0,0.0,0,0,1,1.67,2,100.0,human
35,0.2,30.46,0.0,0.0,0,0,0,0,0,2,0,0.0,0,0.0,5.24,0.0,0.0,0,0,1,1.67,2,100.0,human
19,0.2632,32.21,0.0,0.0,0,0,0,2,0,1,0,0.0,0,0.0,4.6,0.0,0.0,0,0,1,2.0,2,66.6,human
15,0.3333,35.6,0.0,0.0,0,0,0,0,0,1,0,0.0,0,0.0,4.67,0.0,0.0,0,0,1,1.0,1,100.0,human
42,0.3333,31.93,0.0,0.0,2,1,4,0,0,3,0,3.0,3,0.0,4.97,0.0,0.5,0,0,1,1.8,2,63.72,human
21,0.381,45.92,0.0952,0.0,2,1,0,0,0,3,0,2.5,3,0.0,10.79,0.0,1.0,0,0,1,1.33,2,100.0,human
33,0.2424,24.4,0.0303,0.0,0,2,0,1,0,3,0,0.0,0,0.0,5.83,0.0833,0.0,0,0,1,1.33,2,60.08,human
26,0.1923,24.76,0.0,0.0,0,1,0,2,0,2,0,0.0,0,0.0,5.16,0.1053,0.0,1,0,1,2.0,3,62.34,human
27,0.2222,26.29,0.037,0.0,0,1,0,2,0,3,0,0.0,0,0.0,5.35,0.1,0.0,1,0,1,2.0,3,61.93,human
17,0.2941,29.33,0.0,0.0,0,1,0,0,0,2,0,0.0,0,0.0,5.57,0.0,0.0,0,0,1,1.0,1,65.47,human
31,0.2258,23.83,0.0323,0.0,0,2,0,1,0,2,0,0.0,0,0.0,5.7,0.087,0.0,0,0,1,1.33,2,60.45,human
26,0.3077,29.11,0.0385,0.0,0,2,0,0,0,3,0,0.0,0,0.0,6.24,0.0,0.0,0,0,1,1.0,1,61.37,human
22,0.3182,28.27,0.0,0.0,0,2,0,0,0,2,0,0.0,0,0.0,6.0,0.0,0.0,0,0,1,1.0,1,61.79,human
22,0.3182,32.13,0.0909,0.0,0,2,0,0,0,2,0,0.0,0,0.0,6.1,0.0,0.0,0,0,1,1.0,1,61.79,human
19,0.3158,30.0,0.0,0.0,0,1,0,0,0,3,0,0.0,0,0.0,5.8,0.0,0.0,0,0,1,1.0,1,64.93,human
24,0.2917,26.53,0.0,0.0,0,2,0,0,0,2,0,0.0,0,0.0,5.6,0.0,0.0,0,0,1,1.0,1,59.76,human
30,0.3,23.33,0.0,0.0,0,3,0,0,0,2,0,0.0,0,0.0,5.7,0.0,0.0,0,0,1,1.0,1,56.62,human
18,0.2778,26.62,0.0,0.0,0,1,0,0,0,2,0,0.0,0,0.0,5.57,0.0,0.0,0,0,1,1.0,1,64.41,human
24,0.2917,26.12,0.0,0.0,0,2,0,0,0,2,0,0.0,0,0.0,5.55,0.0,0.0,0,0,1,1.0,1,59.76,human
24,0.2917,25.35,0.0,0.0,0,2,0,0,0,2,0,0.0,0,0.0,5.47,0.0,0.0,0,0,1,1.0,1,59.76,human
18,0.2778,27.0,0.0,0.0,0,1,0,0,0,2,0,0.0,0,0.0,5.57,0.0,0.0,0,0,1,1.0,1,64.41,human
18,0.2778,27.15,0.0,0.0,0,1,0,0,0,2,0,0.0,0,0.0,5.57,0.0,0.0,0,0,1,1.0,1,64.41,human
51,0.3137,36.63,0.0588,0.0286,2,3,0,0,0,2,0,10.0,18,0.5,10.1,0.0,1.0,0,0,1,1.0,1,92.46,human
37,0.2432,27.82,0.0541,0.0,0,1,0,0,0,2,0,0.0,0,0.0,5.31,0.0,0.0,6,0,1,1.0,1,66.74,human
27,0.2963,26.84,0.0,0.0,0,1,0,0,0,3,0,0.0,0,0.0,4.62,0.0,0.0,2,0,1,1.0,1,63.03,human
25,0.28,24.67,0.0,0.0,0,1,0,0,0,2,0,0.0,0,0.0,4.75,0.0,0.0,2,0,1,1.0,1,63.93,human
37,0.2432,27.82,0.0541,0.0,0,1,0,0,0,2,0,0.0,0,0.0,5.31,0.0,0.0,6,0,1,1.0,1,66.74,human
24,0.2917,33.59,0.125,0.0,0,1,0,0,0,2,0,0.0,0,0.0,5.38,0.0,0.0,6,0,1,1.0,1,67.23,human
19,0.3684,24.83,0.0,0.0,0,2,0,0,0,2,0,0.0,0,0.0,6.62,0.0,0.0,0,0,1,1.0,1,68.86,human
17,0.2941,25.08,0.0,0.0833,0,1,0,0,0,2,0,0.0,0,0.0,6.33,0.0,0.0,0,0,1,1.0,1,86.57,human
24,0.3333,25.44,0.0,0.0,0,2,0,0,0,3,0,0.0,0,0.0,6.61,0.0,0.0,0,0,1,1.0,1,63.31,human
22,0.2273,25.82,0.0455,0.1176,0,1,0,0,0,2,0,0.0,0,0.0,7.18,0.0,0.0,0,0,1,1.0,1,88.93,human
19,0.3684,30.33,0.0,0.0,0,1,0,0,0,3,0,0.0,0,0.0,8.67,0.0,0.0,0,0,1,1.0,1,66.75,human
15,0.3333,28.8,0.0,0.0,0,1,0,0,0,2,0,0.0,0,0.0,8.3,0.0,0.0,0,0,1,1.0,1,68.72,human
17,0.3529,29.64,0.0,0.0,0,1,0,0,0,3,0,0.0,0,0.0,8.36,0.0,0.0,0,0,1,1.0,1,68.01,human
17,0.3529,29.64,0.0,0.0,0,1,0,0,0,2,0,0.0,0,0.0,8.64,0.0,0.0,0,0,1,1.0,1,67.36,human
55,0.3455,39.53,0.0182,0.0,3,0,0,0,0,2,6,6.0,6,0.0,7.41,0.0625,0.0,12,0,1,1.86,3,52.88,human
57,0.3509,39.76,0.0175,0.0,3,0,0,0,0,3,6,6.0,6,0.0,7.5,0.0588,0.0,12,0,1,1.86,3,52.61,human
32,0.3438,34.71,0.0625,0.0,1,1,0,0,0,4,0,3.0,3,0.0,8.38,0.0,0.0,0,0,1,1.0,1,59.47,human
33,0.2121,41.65,0.0303,0.0,2,0,0,1,0,3,0,10.0,18,0.0,13.93,0.0,1.0,0,0,1,2.0,3,63.76,human
36,0.1944,39.17,0.0,0.0,2,0,0,1,0,4,0,11.0,20,0.0,13.62,0.0,1.0,0,0,1,2.0,3,63.3,human
150,0.2467,36.73,0.0133,0.0177,5,4,0,8,1,8,0,5.0,9,0.0,9.85,0.0,0.6,3,0,1,1.64,4,48.07,human
179,0.2179,37.42,0.0335,0.0143,5,4,1,10,1,7,0,5.0,9,0.0,10.08,0.0,0.6,4,0,1,1.8,7,44.95,human
143,0.2587,38.27,0.035,0.0189,5,4,0,8,1,7,0,5.0,9,0.0,9.89,0.0,0.6,3,0,1,1.64,4,48.42,human
94,0.2553,34.61,0.0213,0.0286,3,2,0,5,0,4,0,3.67,5,0.0,9.12,0.0,0.6667,3,0,1,1.56,3,57.87,human
30,0.3333,34.05,0.0333,0.0,1,1,0,0,0,3,0,3.0,3,0.0,8.32,0.0,0.0,0,0,1,1.0,1,59.89,human
88,0.2614,36.08,0.0341,0.0308,3,2,0,5,0,3,0,3.67,5,0.0,9.13,0.0,0.6667,3,0,1,1.56,3,58.43,human
182,0.2143,37.25,0.044,0.014,5,4,1,10,1,8,0,5.0,9,0.0,10.04,0.0,0.6,4,0,1,1.8,7,44.87,human
26,0.3077,36.5,0.0385,0.0,2,0,0,1,0,2,0,4.0,5,0.0,7.26,0.1304,1.0,0,0,1,1.33,2,100.0,human
15,0.3333,50.4,0.0667,0.0,1,0,0,0,0,1,0,4.0,4,0.0,8.69,0.0,1.0,0,0,1,1.0,1,100.0,human
24,0.2917,36.41,0.0,0.0,2,0,0,1,0,1,0,4.0,5,0.0,7.18,0.1364,1.0,0,0,1,1.33,2,100.0,human
103,0.3107,34.7,0.0,0.0,8,5,0,3,0,3,0,5.25,10,0.0,7.38,0.0,0.625,5,0,1,1.23,2,45.59,human
69,0.3043,35.23,0.0,0.0,7,1,0,2,0,2,0,4.43,7,0.0,6.88,0.0,0.5714,4,0,1,1.25,2,52.65,human
73,0.3151,33.9,0.0,0.0,7,1,0,2,0,3,0,4.43,7,0.0,6.97,0.0,0.5714,4,0,1,1.25,2,52.27,human
102,0.3039,34.99,0.0,0.0,8,5,0,3,0,2,0,5.5,12,0.0,7.31,0.0,0.625,5,0,1,1.23,2,45.83,human
20,0.35,35.62,0.0,0.0,0,1,0,0,0,3,0,0.0,0,0.0,7.0,0.0,0.0,2,0,1,1.0,1,100.0,human
18,0.3333,33.67,0.0,0.0,0,1,0,0,0,3,0,0.0,0,0.0,6.5,0.0,0.0,2,0,1,1.0,1,100.0,human
18,0.3333,35.42,0.0,0.0,0,1,0,0,0,3,0,0.0,0,0.0,6.67,0.0,0.0,2,0,1,1.0,1,100.0,human
20,0.35,34.0,0.0,0.0,0,1,0,0,0,3,0,0.0,0,0.0,6.87,0.0,0.0,2,0,1,1.0,1,100.0,human
22,0.3636,29.14,0.0,0.0,1,1,0,0,0,4,0,3.0,3,0.0,9.53,0.0,1.0,0,0,1,1.0,1,68.28,human
65,0.3077,48.4,0.0615,0.0,4,0,8,0,0,3,0,3.0,3,0.0,7.21,0.0,0.5,0,0,1,2.0,2,100.0,human
54,0.3333,157.31,0.0556,0.0,4,1,4,0,0,5,0,3.25,4,0.0,9.34,0.0,0.75,0,0,1,1.57,2,100.0,human
23,0.3913,28.79,0.0,0.0,2,0,0,0,0,4,0,2.5,3,0.0,6.38,0.0,0.0,0,0,1,1.0,1,100.0,human
15,0.2667,29.27,0.0,0.0,0,0,0,1,0,2,0,0.0,0,0.0,5.0,0.2,0.0,1,0,1,2.0,2,100.0,human
22,0.1364,27.37,0.0455,0.0,0,0,0,1,0,1,0,0.0,0,0.0,4.56,0.2222,0.0,2,0,1,2.0,2,100.0,human
17,0.2353,27.0,0.0,0.0,0,0,0,1,0,2,0,0.0,0,0.0,5.0,0.2,0.0,2,0,1,2.0,2,100.0,human
15,0.2667,28.73,0.0,0.0,0,0,0,1,0,2,0,0.0,0,0.0,7.29,0.0,0.0,0,0,1,2.0,2,100.0,human
22,0.1818,26.44,0.0455,0.0,0,0,0,1,0,2,0,0.0,0,0.0,5.0,0.2,0.0,1,0,1,2.0,2,100.0,human
15,0.2,26.67,0.0,0.0,0,0,0,1,0,1,0,0.0,0,0.0,4.56,0.2222,0.0,2,0,1,2.0,2,100.0,human
15,0.2667,28.64,0.0,0.0,0,0,0,1,0,2,0,0.0,0,0.0,5.0,0.2,0.0,2,0,1,2.0,2,100.0,human
18,0.1667,27.73,0.0556,0.0,0,0,0,1,0,1,0,0.0,0,0.0,4.56,0.2222,0.0,1,0,1,2.0,2,100.0,human
30,0.2333,32.09,0.0333,0.0,1,0,0,2,0,4,0,4.0,4,0.0,6.15,0.0,1.0,0,0,1,2.0,2,69.59,human
26,0.1538,27.09,0.0385,0.0,0,0,0,1,0,2,0,0.0,0,0.0,5.0,0.2,0.0,2,0,1,2.0,2,100.0,human
15,0.3333,20.8,0.0,0.0,1,0,0,1,0,2,0,4.0,4,0.0,3.0,0.4444,0.0,1,0,1,1.0,1,68.68,human
15,0.2,35.17,0.2,0.0,1,0,0,0,0,1,0,2.0,2,0.0,5.4,0.0,1.0,0,0,1,1.0,1,100.0,human
32,0.2812,35.83,0.0625,0.0,0,1,0,0,0,3,0,0.0,0,0.0,7.39,0.0,0.0,6,0,1,1.0,1,60.58,human
35,0.2571,37.46,0.0571,0.0,0,1,0,0,0,3,0,0.0,0,0.0,7.91,0.0,0.0,6,0,1,1.0,1,59.51,human
17,0.3529,23.09,0.0,0.0,0,1,0,0,0,2,0,0.0,0,0.0,5.3,0.0,0.0,0,0,1,1.0,1,66.65,human
20,0.3,28.14,0.0,0.0,0,1,0,1,0,2,0,0.0,0,0.0,5.0,0.125,0.0,0,0,1,1.5,2,63.79,human
21,0.2857,28.4,0.0,0.0,0,1,0,1,0,2,0,0.0,0,0.0,6.67,0.0,0.0,0,0,1,1.5,2,60.29,human
17,0.3529,28.45,0.0,0.0,0,1,0,0,0,2,0,0.0,0,0.0,5.45,0.0,0.0,0,0,1,1.0,1,66.04,human
41,0.122,27.78,0.0,0.0,1,0,0,0,0,1,0,7.0,7,0.0,6.91,0.0,1.0,1,0,1,1.0,1,100.0,human
32,0.1562,28.33,0.0625,0.0,0,1,0,0,2,3,0,0.0,0,0.0,6.09,0.0455,0.0,2,0,1,2.0,3,100.0,human
28,0.2143,28.77,0.0,0.0,0,1,0,0,0,2,0,0.0,0,0.0,5.08,0.0,0.0,0,0,1,1.0,1,92.68,human
26,0.3462,27.53,0.0,0.0,0,2,0,0,0,2,0,0.0,0,0.0,6.08,0.0,0.0,2,0,1,1.0,1,100.0,human
15,0.2,39.83,0.0,0.0,0,0,2,0,0,2,0,0.0,0,0.0,9.48,0.0,0.0,0,0,1,0.0,0,100.0,human
36,0.3611,30.17,0.0,0.0,0,3,0,0,0,2,0,0.0,0,0.0,6.5,0.0,0.0,2,0,1,1.0,1,100.0,human
42,0.381,33.54,0.0,0.0,1,3,0,0,0,3,0,2.0,2,0.0,7.27,0.0,1.0,2,0,1,1.0,1,100.0,human
23,0.3913,37.36,0.0,0.0,0,1,0,2,0,2,0,0.0,0,0.0,7.36,0.0,0.0,0,0,1,2.0,3,64.42,human
25,0.32,37.59,0.08,0.0,1,1,0,1,0,2,0,4.0,4,0.0,7.23,0.0385,1.0,1,0,1,1.67,2,66.01,human
17,0.3529,28.36,0.0588,0.0,2,0,0,0,1,2,0,3.5,5,0.0,7.0,0.0,0.5,0,0,1,1.0,1,100.0,human
19,0.3684,47.0,0.0,0.0,0,0,0,2,0,1,0,0.0,0,0.0,7.43,0.0,0.0,2,0,1,1.67,2,67.29,human
15,0.3333,27.4,0.0,0.0,2,0,0,0,1,1,0,3.5,5,0.0,6.67,0.0,0.5,0,0,1,1.0,1,100.0,human
28,0.25,31.57,0.0357,0.0,2,1,0,2,1,1,0,8.0,10,0.0,8.33,0.0,0.5,1,0,1,2.0,3,64.61,human
27,0.4074,44.94,0.0,0.0,0,0,0,2,0,2,0,0.0,0,0.0,7.35,0.0,0.0,2,0,1,1.5,2,64.2,human
21,0.381,37.15,0.0,0.0,2,1,0,1,0,1,0,3.0,4,0.0,7.92,0.1538,1.0,0,0,1,1.75,3,69.72,human
30,0.3,33.57,0.0,0.0,2,1,0,2,1,1,0,6.0,7,0.0,6.65,0.05,0.5,2,0,1,2.0,3,63.23,human
27,0.2593,31.5,0.037,0.0,2,1,0,2,1,1,0,7.5,10,0.0,8.33,0.0,0.5,1,0,1,2.0,3,65.19,human
29,0.2759,31.81,0.0345,0.0,2,1,0,2,1,2,0,7.5,10,0.0,8.38,0.0,0.5,1,0,1,2.0,3,64.61,human
25,0.32,36.59,0.04,0.0,1,1,0,1,0,2,0,4.0,4,0.0,6.84,0.04,1.0,1,0,1,1.67,2,66.01,human
23,0.3913,37.21,0.0435,0.0,2,1,0,1,0,2,0,3.0,4,0.0,8.0,0.1429,1.0,0,0,1,1.75,3,69.07,human
39,0.359,36.72,0.0,0.0,4,1,1,1,0,5,0,3.5,5,0.0,6.91,0.0,0.75,2,0,1,1.4,2,60.92,human
27,0.2593,24.7,0.0,0.0,0,0,0,0,3,2,0,0.0,0,0.0,7.32,0.0,0.0,0,0,1,1.0,1,100.0,human
17,0.4118,38.7,0.0588,0.0,0,0,0,0,0,1,0,0.0,0,0.0,6.77,0.0769,0.0,1,0,1,1.0,1,100.0,human
19,0.4211,39.55,0.0526,0.0,0,0,0,0,0,2,0,0.0,0,0.0,7.07,0.0667,0.0,1,0,1,1.0,1,100.0,human
25,0.4,44.73,0.0,0.0,0,0,0,2,0,1,0,0.0,0,0.0,7.13,0.0,0.0,2,0,1,1.5,2,64.75,human
21,0.381,47.08,0.0,0.0,0,0,0,2,0,2,0,0.0,0,0.0,7.62,0.0,0.0,2,0,1,1.67,2,66.58,human
38,0.3684,37.46,0.0,0.0,4,1,1,1,0,5,0,3.25,4,0.0,6.9,0.0,0.75,2,0,1,1.4,2,61.27,human
20,0.35,32.54,0.1,0.0,2,0,0,1,0,1,0,4.0,6,0.0,7.85,0.2308,1.0,0,0,1,1.33,2,74.08,human
23,0.3043,36.5,0.0435,0.0,1,1,0,1,0,1,0,4.0,4,0.0,6.75,0.0417,1.0,1,0,1,1.67,2,66.47,human
22,0.4545,35.42,0.0455,0.0,0,0,0,0,0,2,0,0.0,0,0.0,6.87,0.0667,0.0,1,0,1,1.0,1,100.0,human
30,0.2667,31.86,0.0333,0.0,2,1,0,2,1,2,0,8.0,10,0.0,8.38,0.0,0.5,1,0,1,2.0,3,64.07,human
25,0.32,37.06,0.04,0.0,1,1,0,1,0,2,0,4.0,4,0.0,6.69,0.0385,1.0,1,0,1,1.67,2,66.01,human
23,0.3043,37.56,0.0435,0.0,1,1,0,1,0,1,0,4.0,4,0.0,7.16,0.04,1.0,1,0,1,1.67,2,66.47,human
23,0.3043,36.25,0.0435,0.0,1,1,0,1,0,1,0,4.0,4,0.0,6.75,0.0417,1.0,1,0,1,1.67,2,66.47,human
25,0.24,22.63,0.0,0.0,0,0,0,0,3,1,0,0.0,0,0.0,7.5,0.0,0.0,0,0,1,1.0,1,100.0,human
25,0.32,28.53,0.0,0.0,2,0,0,1,0,2,0,4.5,7,0.0,8.06,0.1875,1.0,0,0,1,1.33,2,73.32,human
32,0.3125,33.77,0.0,0.0,2,1,0,2,1,2,0,6.0,7,0.0,6.76,0.0476,0.5,2,0,1,2.0,3,62.74,human
25,0.36,24.94,0.0,0.0,1,2,0,0,0,3,0,2.0,2,0.0,7.06,0.0,1.0,1,0,1,1.33,2,100.0,human
27,0.1481,30.3,0.0,0.0,0,0,0,0,0,3,0,0.0,0,0.0,8.44,0.0,0.0,0,0,1,1.0,1,69.71,human
28,0.1429,31.67,0.0,0.0,0,0,0,0,0,4,0,0.0,0,0.0,8.52,0.0,0.0,0,0,1,1.0,1,68.81,human
22,0.3636,34.57,0.0455,0.0,0,2,0,1,0,3,0,0.0,0,0.0,6.64,0.0,0.0,2,0,1,1.33,2,66.61,human
30,0.2667,29.05,0.0,0.0,0,1,0,1,0,3,0,0.0,0,0.0,6.4,0.0,0.0,4,0,1,1.5,2,100.0,human
28,0.2143,25.82,0.0,0.0,0,1,0,1,0,3,0,0.0,0,0.0,5.75,0.0,0.0,1,0,1,1.5,2,100.0,human
37,0.2162,27.59,0.027,0.0,0,2,0,1,0,3,0,0.0,0,0.0,6.64,0.0,0.0,3,0,1,1.33,2,66.15,human
23,0.1739,32.79,0.0435,0.0,0,0,0,1,0,2,0,0.0,0,0.0,4.96,0.0,0.0,2,0,1,2.0,2,68.15,human
25,0.2,33.05,0.04,0.0,0,0,0,1,0,3,0,0.0,0,0.0,5.26,0.0,0.0,2,0,1,2.0,2,67.61,human
28,0.25,42.86,0.0,0.0,0,0,0,1,0,4,0,0.0,0,0.0,9.67,0.0,0.0,2,0,1,1.33,2,67.09,human
25,0.28,33.39,0.04,0.0,0,1,0,0,0,5,0,0.0,0,0.0,7.94,0.0,0.0,1,0,1,1.0,1,100.0,human
26,0.2692,47.05,0.0,0.0,0,0,1,1,0,4,0,0.0,0,0.0,8.68,0.0,0.0,3,0,1,1.67,2,62.88,human
16,0.25,32.33,0.0,0.0,0,0,0,1,0,1,0,0.0,0,0.0,6.11,0.0,0.0,1,0,1,2.0,2,72.27,human
25,0.32,35.35,0.04,0.0,1,1,0,1,0,2,0,2.0,2,0.0,7.07,0.0,1.0,1,0,1,1.5,2,68.59,human
16,0.375,23.6,0.0,0.0,0,1,0,0,0,2,0,0.0,0,0.0,5.3,0.0,0.0,0,0,1,1.0,1,70.82,human
19,0.3684,28.42,0.0,0.0,0,1,0,0,0,4,0,0.0,0,0.0,5.5,0.0,0.0,0,0,1,1.0,1,69.47,human
23,0.3478,25.6,0.0,0.0,0,2,0,0,0,3,0,0.0,0,0.0,6.07,0.0,0.0,0,0,1,1.0,1,64.17,human
19,0.3684,21.33,0.0,0.0,0,1,0,0,0,2,0,0.0,0,0.0,5.3,0.0,0.0,0,0,1,1.0,1,66.04,human
25,0.28,26.72,0.0,0.0,0,1,0,0,0,2,0,0.0,0,0.0,5.27,0.0,0.0,1,0,1,1.0,1,64.41,human
54,0.2037,30.44,0.0,0.0,1,2,0,0,0,3,0,23.0,23,0.0,5.71,0.0,0.0,0,0,1,1.0,1,88.77,human
92,0.0978,33.29,0.0543,0.0,0,0,1,2,0,3,0,0.0,0,0.0,7.36,0.0606,0.0,0,0,1,2.67,4,58.34,human
51,0.1176,30.69,0.0,0.0,0,0,1,0,0,2,0,0.0,0,0.0,6.15,0.0,0.0,0,0,1,1.5,2,100.0,human
89,0.0899,33.44,0.0562,0.0,0,0,1,2,0,2,0,0.0,0,0.0,7.2,0.0667,0.0,0,0,1,2.67,4,58.8,human
81,0.1728,36.84,0.0123,0.0,2,1,2,0,1,2,0,2.0,2,0.0,7.59,0.0,0.5,0,0,1,1.5,3,100.0,human
46,0.3696,29.17,0.0,0.0,3,3,0,0,0,2,0,2.67,3,0.0,7.59,0.0,1.0,0,0,1,1.0,1,100.0,human
21,0.3333,29.36,0.0,0.0,0,1,0,0,0,3,0,0.0,0,0.0,8.21,0.0,0.0,0,0,1,1.0,1,64.64,human
17,0.2941,27.92,0.0,0.0,0,1,0,0,0,2,0,0.0,0,0.0,7.83,0.0,0.0,0,0,1,1.0,1,66.18,human
19,0.3158,28.69,0.0,0.0,0,1,0,0,0,3,0,0.0,0,0.0,7.92,0.0,0.0,0,0,1,1.0,1,65.63,human
21,0.2857,26.87,0.0,0.0,0,1,0,0,0,3,0,0.0,0,0.0,7.92,0.0,0.0,0,0,1,1.0,1,65.63,human
19,0.3158,28.69,0.0,0.0,0,1,0,0,0,2,0,0.0,0,0.0,8.15,0.0,0.0,0,0,1,1.0,1,65.12,human
17,0.2941,30.0,0.0588,0.0,0,1,0,0,0,2,0,0.0,0,0.0,7.83,0.0,0.0,0,0,1,1.0,1,66.18,human
18,0.3889,31.55,0.0,0.0,0,0,0,0,0,1,0,0.0,0,0.0,3.8,0.0,0.0,1,0,1,1.0,1,100.0,human
20,0.4,25.25,0.0,0.0,0,1,0,0,0,2,0,0.0,0,0.0,4.22,0.0,0.0,0,0,1,1.0,1,100.0,human
17,0.2941,27.75,0.0,0.0,0,1,0,0,0,2,0,0.0,0,0.0,5.15,0.0,0.0,0,0,1,1.0,1,65.47,human
30,0.2,27.12,0.0,0.0,0,1,0,0,0,2,0,0.0,0,0.0,5.08,0.0,0.0,0,0,1,1.0,1,94.0,human
26,0.2308,29.95,0.0,0.0,0,1,0,0,0,2,0,0.0,0,0.0,5.08,0.0,0.0,0,0,1,1.0,1,93.95,human
27,0.3333,27.61,0.0,0.0,0,1,0,0,0,2,0,0.0,0,0.0,4.79,0.0,0.0,1,0,1,1.0,1,61.81,human
21,0.2381,27.25,0.0476,0.0,0,1,0,0,0,2,0,0.0,0,0.0,5.08,0.0,0.0,0,0,1,1.0,1,65.47,human
15,0.2667,26.91,0.0,0.0,0,0,0,1,0,2,0,0.0,0,0.0,5.09,0.1818,0.0,0,0,1,2.0,2,100.0,human
18,0.1667,25.27,0.0,0.0,0,0,0,2,0,1,0,0.0,0,0.0,4.79,0.1429,0.0,2,0,1,3.0,3,100.0,human
15,0.2667,27.45,0.0667,0.0,0,0,0,1,0,2,0,0.0,0,0.0,5.09,0.1818,0.0,0,0,1,2.0,2,100.0,human
16,0.25,29.92,0.0,0.0,0,0,0,1,0,2,0,0.0,0,0.0,5.38,0.1538,0.0,0,0,1,2.0,2,100.0,human
20,0.2,26.69,0.05,0.0,0,0,0,2,0,2,0,0.0,0,0.0,5.31,0.125,0.0,2,0,1,3.0,3,100.0,human
15,0.2,23.58,0.0,0.0,0,0,0,1,0,1,0,0.0,0,0.0,4.7,0.2,0.0,1,0,1,2.0,2,100.0,human
15,0.2667,26.91,0.0,0.0,0,0,0,1,0,2,0,0.0,0,0.0,5.09,0.1818,0.0,0,0,1,2.0,2,100.0,human
16,0.25,26.25,0.0625,0.0,0,0,0,1,0,2,0,0.0,0,0.0,5.09,0.1818,0.0,1,0,1,2.0,2,100.0,human
17,0.1765,29.93,0.0588,0.0,0,0,0,2,0,1,0,0.0,0,0.0,4.17,0.1667,0.0,0,0,1,3.0,3,73.19,human
15,0.2,29.92,0.0667,0.0,0,0,0,2,0,1,0,0.0,0,0.0,3.91,0.1818,0.0,0,0,1,3.0,3,73.19,human
43,0.1395,23.62,0.0,0.0,0,1,0,0,0,3,0,0.0,0,0.0,5.8,0.0,0.0,2,0,1,1.0,1,64.93,human
30,0.2,25.67,0.0,0.0,0,1,0,0,0,2,0,0.0,0,0.0,6.14,0.0,0.0,2,0,1,1.0,1,64.41,human
49,0.102,29.52,0.0204,0.0,0,1,0,0,0,2,0,0.0,0,0.0,5.57,0.0,0.0,2,0,1,1.0,1,65.47,human
38,0.1316,22.67,0.0,0.0,0,1,0,0,0,2,0,0.0,0,0.0,5.57,0.0,0.0,2,0,1,1.0,1,65.47,human
34,0.1765,22.82,0.0,0.0,0,1,0,0,0,3,0,0.0,0,0.0,5.8,0.0,0.0,2,0,1,1.0,1,64.93,human
17,0.2941,38.5,0.0588,0.0,0,1,0,0,0,2,0,0.0,0,0.0,5.53,0.0,0.0,2,0,1,1.0,1,65.47,human
29,0.1724,22.71,0.0,0.0,0,1,0,0,0,2,0,0.0,0,0.0,5.57,0.0,0.0,2,0,1,1.0,1,65.47,human
54,0.1111,30.6,0.0185,0.0,0,1,0,0,0,3,0,0.0,0,0.0,5.8,0.0,0.0,2,0,1,1.0,1,64.93,human
24,0.2083,22.89,0.0,0.0,0,0,0,0,0,2,0,0.0,0,0.0,6.29,0.0,0.0,0,0,1,1.0,1,100.0,human
