total_lines,blank_line_ratio,avg_line_length,long_line_ratio,comment_density,num_functions,num_classes,num_loops,num_conditionals,num_try_except,import_count,assertion_count,avg_function_length,max_function_length,docstring_ratio,avg_identifier_length,single_char_var_ratio,type_annotation_ratio,magic_number_count,nested_function_count,ast_parse_success,avg_cyclomatic_complexity,max_cyclomatic_complexity,maintainability_index,label
27,0.1852,41.18,0.0,0.2273,0,0,0,0,0,3,0,0.0,0,0.0,8.0,0.0,0.0,0,0,1,0.0,0,100.0,ai
15,0.0667,20.36,0.0,0.0,1,0,3,0,0,0,0,11.0,11,0.0,5.71,0.1905,0.0,1,0,1,3.0,3,72.35,ai
15,0.1333,25.23,0.0,0.0,1,0,1,0,0,2,0,9.0,9,0.0,7.57,0.0714,0.0,1,0,1,2.0,2,68.1,ai
34,0.2353,33.5,0.0294,0.3462,0,0,0,0,0,5,0,0.0,0,0.0,5.8,0.1143,0.0,1,0,1,0.0,0,96.94,ai
20,0.1,30.33,0.0,0.2222,1,0,0,2,0,2,0,7.0,7,0.0,10.18,0.0,0.0,1,0,1,1.0,1,92.74,ai
49,0.1837,26.0,0.0204,0.275,1,0,1,4,0,1,0,42.0,42,0.0,7.88,0.0385,0.0,1,0,1,6.0,6,82.42,ai
22,0.1818,39.5,0.0,0.0,4,1,0,0,0,0,0,4.25,6,0.0,5.39,0.0,0.0,0,0,1,1.2,2,58.51,ai
16,0.1875,30.92,0.0,0.3846,1,0,2,1,0,0,0,15.0,15,0.0,1.86,0.5714,0.0,0,0,1,5.0,5,95.8,ai
15,0.2667,27.36,0.0,0.1818,1,0,2,0,0,1,0,10.0,10,0.0,4.27,0.3636,0.0,3,0,1,3.0,3,100.0,ai
18,0.2222,36.36,0.0556,0.3571,0,0,0,0,0,3,0,0.0,0,0.0,8.47,0.0,0.0,1,0,1,0.0,0,100.0,ai
16,0.125,22.0,0.0,0.0,2,1,0,0,0,0,0,5.0,5,1.0,4.0,0.0,0.0,0,0,1,1.33,2,81.9,ai
29,0.2414,37.41,0.0345,0.3636,0,0,0,0,0,4,0,0.0,0,0.0,5.96,0.0,0.0,9,0,1,0.0,0,100.0,ai
88,0.1591,45.97,0.1136,0.2703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ai
28,0.2143,37.05,0.0714,0.2727,0,0,0,0,0,5,0,0.0,0,0.0,7.0,0.1481,0.0,1,0,1,0.0,0,100.0,ai
15,0.0,17.6,0.0,0.0,1,0,1,3,0,0,0,15.0,15,0.0,1.0,1.0,0.0,0,0,1,5.0,5,62.78,ai
20,0.3,30.21,0.0,0.4286,0,0,0,0,0,2,0,0.0,0,0.0,7.93,0.0,0.0,1,0,1,0.0,0,100.0,ai
23,0.2609,30.24,0.0,0.3529,0,0,0,1,0,1,0,0.0,0,0.0,10.43,0.0,0.0,0,0,1,0.0,0,100.0,ai
210,0.1143,45.89,0.1286,0.0806,7,1,7,14,2,12,0,24.0,88,0.0,5.36,0.1183,0.0,7,0,1,5.62,22,44.18,ai
17,0.2941,24.83,0.0,0.25,1,0,1,1,0,0,0,12.0,12,0.0,3.42,0.25,0.0,4,0,1,3.0,3,100.0,ai
18,0.1667,22.93,0.0,0.2667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ai
22,0.2273,32.35,0.0,0.2353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ai
23,0.2174,28.78,0.0,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ai
17,0.2353,27.69,0.0,0.0,1,0,1,1,0,0,0,12.0,12,0.0,7.0,0.0,0.0,0,0,1,3.0,3,73.04,ai
20,0.15,32.29,0.0,0.7059,0,0,0,0,0,2,0,0.0,0,0.0,8.14,0.0,0.0,0,0,1,0.0,0,100.0,ai
30,0.2333,34.3,0.0333,0.3478,0,0,0,0,0,4,0,0.0,0,0.0,4.65,0.2174,0.0,7,0,1,0.0,0,98.0,ai
22,0.1364,40.47,0.0,0.0526,1,0,3,0,0,2,0,12.0,12,0.0,7.84,0.027,0.0,1,0,1,3.0,3,76.91,ai
24,0.1667,28.9,0.0,0.25,1,0,0,1,0,0,0,14.0,14,1.0,4.62,0.2857,0.0,6,0,1,3.0,3,91.84,ai
38,0.2105,33.5,0.0526,0.2,3,0,0,1,0,2,0,9.0,16,0.0,9.73,0.0,0.0,0,1,1,1.0,1,84.73,ai
21,0.2381,23.81,0.0,0.3125,0,0,2,0,0,2,0,0.0,0,0.0,6.88,0.0,0.0,0,0,1,0.0,0,100.0,ai
33,0.2424,32.52,0.0303,0.12,2,0,2,0,0,0,0,10.5,19,0.0,7.97,0.0,0.0,0,0,1,3.5,6,87.86,ai
18,0.2778,27.62,0.0,0.0,5,1,0,0,0,0,0,2.2,3,0.0,4.6,0.0,0.0,0,0,1,1.17,2,100.0,ai
17,0.1765,29.79,0.0,0.0714,1,0,1,2,0,0,0,13.0,13,1.0,6.06,0.0,0.0,4,0,1,5.0,5,80.6,ai
36,0.1944,44.97,0.1944,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ai
17,0.2353,24.31,0.0,0.2308,0,0,1,2,0,0,0,0.0,0,0.0,3.46,0.3846,0.0,6,0,1,0.0,0,94.49,ai
21,0.1905,25.65,0.0,0.0,1,0,0,1,0,4,0,13.0,13,0.0,7.0,0.0,0.0,3,0,1,1.0,1,70.69,ai
16,0.1875,41.77,0.0,0.0,1,0,2,2,0,0,0,16.0,16,0.0,8.46,0.25,0.0,0,0,1,5.0,5,60.92,ai
25,0.24,25.0,0.0,0.3684,0,0,0,0,0,3,0,0.0,0,0.0,3.14,0.3333,0.0,0,0,1,0.0,0,100.0,ai
21,0.1905,44.24,0.0476,0.2941,1,0,0,0,0,2,0,5.0,5,0.0,8.19,0.125,0.0,0,0,1,2.0,2,100.0,ai
20,0.15,25.82,0.0,0.0,1,0,0,1,0,2,0,11.0,11,0.0,4.67,0.0,0.0,0,0,1,1.0,1,67.09,ai
44,0.1818,27.81,0.0,0.2222,1,0,3,4,0,0,0,5.0,5,0.0,3.42,0.6338,0.0,0,0,1,3.0,3,74.17,ai
55,0.1091,45.67,0.2545,0.102,1,0,0,0,0,1,0,4.0,4,0.0,7.65,0.0,0.0,51,0,1,1.0,1,76.31,ai
28,0.0357,27.52,0.0,0.0741,1,0,0,13,0,0,0,28.0,28,0.0,3.52,0.16,0.0,0,0,1,15.0,15,70.11,ai
18,0.0556,17.71,0.0,0.0588,1,0,1,3,0,0,0,15.0,15,0.0,1.44,0.9444,0.0,1,0,1,5.0,5,76.64,ai
19,0.1579,19.75,0.0,0.0,1,0,2,2,0,0,0,16.0,16,0.0,6.31,0.0,0.0,7,0,1,5.0,5,62.87,ai
19,0.2105,34.07,0.0,0.2667,1,0,1,1,0,0,0,16.0,16,0.0,11.06,0.125,0.0,0,0,1,3.0,3,93.29,ai
19,0.2105,31.73,0.0,0.2667,1,0,3,1,0,0,0,12.0,12,0.0,3.75,0.3571,0.0,2,0,1,4.0,4,93.41,ai
23,0.2174,31.72,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ai
28,0.0714,35.58,0.0,0.2308,2,0,3,5,0,0,1,13.5,17,0.0,4.29,0.4839,0.0,1,0,1,7.5,9,79.25,ai
32,0.2188,28.44,0.0,0.24,1,0,2,2,0,2,0,17.0,17,0.0,7.89,0.0,0.0,0,0,1,5.0,5,93.55,ai
27,0.2222,26.9,0.0,0.1429,1,0,0,1,0,2,0,15.0,15,0.0,6.44,0.0,0.0,1,0,1,1.0,1,98.94,ai
422,0.2536,46.45,0.0995,0.219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ai
36,0.2222,24.46,0.0,0.0357,1,0,3,2,0,0,0,28.0,28,0.0,2.78,0.4909,0.0,4,0,1,7.0,7,66.76,ai
22,0.3182,23.93,0.0,0.4,1,0,0,0,0,1,0,11.0,11,0.0,7.42,0.0,0.0,0,0,1,1.0,1,100.0,ai
17,0.2353,19.38,0.0,0.1538,0,0,0,0,0,1,0,0.0,0,0.0,2.33,0.5,0.0,0,0,1,0.0,0,100.0,ai
18,0.2222,21.21,0.0,0.2143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ai
28,0.25,37.76,0.0357,0.2381,0,0,3,0,0,1,0,0.0,0,0.0,6.5,0.1154,0.0,16,0,1,0.0,0,87.72,ai
27,0.1852,37.41,0.0,0.2727,1,0,1,3,0,0,0,27.0,27,1.0,9.52,0.0,0.0,0,0,1,5.0,5,89.2,ai
27,0.2593,34.05,0.0,0.0,1,0,0,0,1,1,0,6.0,6,0.0,5.24,0.0,0.0,2,0,1,2.0,2,63.01,ai
16,0.0625,29.33,0.0,0.1333,1,0,1,1,0,0,0,16.0,16,0.0,4.54,0.4615,0.0,0,0,1,4.0,4,82.27,ai
28,0.2857,35.3,0.0,0.15,0,0,0,0,0,1,0,0.0,0,0.0,9.21,0.0,0.0,0,0,1,0.0,0,100.0,ai
22,0.1364,32.63,0.0,0.2632,1,0,2,2,0,0,0,22.0,22,0.0,12.35,0.0,0.0,0,0,1,5.0,5,91.77,ai
23,0.2609,27.71,0.0,0.3529,0,0,0,0,0,2,0,0.0,0,0.0,4.53,0.3333,0.0,0,0,1,0.0,0,100.0,ai
48,0.1667,31.12,0.0,0.2,0,0,0,0,0,4,0,0.0,0,0.0,6.62,0.0,0.0,16,0,1,0.0,0,87.36,ai
25,0.08,33.87,0.04,0.4348,0,0,0,0,0,3,0,0.0,0,0.0,5.79,0.1429,0.0,21,0,1,0.0,0,100.0,ai
178,0.0899,43.65,0.073,0.0123,4,1,5,31,2,15,0,37.75,96,0.0,4.74,0.1111,0.0,4,0,1,11.2,29,34.02,ai
44,0.2045,35.71,0.1136,0.0571,2,0,3,4,0,4,0,15.5,23,0.0,5.62,0.1724,0.0,0,0,1,4.5,8,65.65,ai
40,0.075,39.78,0.05,0.2703,2,0,4,1,0,2,0,12.5,23,0.0,8.34,0.1562,0.0,11,0,1,3.0,5,79.17,ai
15,0.1333,25.0,0.0,0.0,1,0,1,1,0,0,0,15.0,15,0.0,7.35,0.0,0.0,0,0,1,3.0,3,62.06,ai
18,0.2778,33.69,0.0,0.2308,1,0,0,1,0,2,0,4.0,4,0.0,9.0,0.0,0.0,0,0,1,1.0,1,99.68,ai
18,0.2778,27.15,0.0,0.3846,0,0,0,0,0,1,0,0.0,0,0.0,7.17,0.0,0.0,1,0,1,0.0,0,100.0,ai
21,0.2381,24.56,0.0,0.0,6,1,0,0,0,0,0,2.5,5,0.0,5.14,0.0,0.0,0,0,1,1.14,2,100.0,ai
25,0.28,26.61,0.0,0.3889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ai
22,0.0455,33.24,0.0,0.1429,1,0,6,2,0,0,0,22.0,22,0.0,2.69,0.7818,0.0,2,0,1,13.0,13,75.53,ai
40,0.25,41.1,0.05,0.0667,3,0,0,1,0,3,0,7.0,9,0.0,9.12,0.0,0.0,0,0,1,1.0,1,75.55,ai
15,0.2667,32.27,0.0,0.3636,1,0,1,1,0,0,0,13.0,13,0.0,8.0,0.375,0.0,0,0,1,3.0,3,100.0,ai
98,0.2449,40.46,0.051,0.2432,3,1,7,6,0,1,0,30.0,81,0.3333,8.09,0.0,0.0,0,0,1,5.5,18,67.62,ai
43,0.0465,27.2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ai
26,0.1538,30.18,0.0385,0.1818,0,0,0,0,0,5,0,0.0,0,0.0,5.31,0.0,0.0,4,0,1,0.0,0,100.0,ai
19,0.1053,15.06,0.0,0.8824,0,0,0,0,0,0,0,0.0,0,0.0,6.33,0.3333,0.0,0,0,1,0.0,0,100.0,ai
18,0.3333,31.58,0.0,0.0833,1,0,1,2,0,0,0,9.0,9,0.0,4.8,0.2,0.0,8,0,1,4.0,4,85.84,ai
16,0.1875,18.92,0.0,0.0,1,0,0,0,2,0,0,14.0,14,0.0,10.0,0.0,0.0,0,0,1,3.0,3,100.0,ai
23,0.2174,43.22,0.0435,0.0556,1,0,0,0,0,4,0,14.0,14,0.0,8.22,0.0741,0.0,0,0,1,1.0,1,79.72,ai
18,0.0556,18.59,0.0,0.0,1,0,0,0,0,0,0,16.0,16,0.0,6.75,0.0,0.0,0,0,1,1.0,1,96.07,ai
39,0.1538,33.55,0.0,0.0909,1,0,0,11,0,1,0,28.0,28,0.0,12.72,0.0,0.0,0,0,1,11.0,11,77.08,ai
40,0.125,25.0,0.0,0.2286,0,0,0,0,0,4,0,0.0,0,0.0,6.77,0.0,0.0,12,0,1,0.0,0,91.39,ai
50,0.14,34.98,0.02,0.1163,3,1,0,5,0,2,0,10.0,16,0.0,7.04,0.0392,0.0,0,0,1,2.5,4,71.04,ai
27,0.2222,31.38,0.0,0.1905,1,0,4,2,0,0,0,27.0,27,0.0,2.17,0.8049,0.0,0,0,1,8.0,8,80.84,ai
16,0.1875,25.23,0.0,0.0,1,0,3,0,0,0,0,10.0,10,0.0,2.46,0.4615,0.0,5,0,1,4.0,4,61.15,ai
140,0.1786,38.67,0.0571,0.2435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ai
16,0.1875,24.69,0.0,0.3077,1,0,0,1,0,1,0,7.0,7,0.0,3.36,0.4545,0.0,1,0,1,1.0,1,99.3,ai
199,0.2161,39.78,0.0704,0.1474,12,0,0,2,0,3,9,10.25,22,1.0,5.28,0.069,0.0,0,0,1,2.33,8,59.63,ai
56,0.1964,50.91,0.1607,0.0,2,1,0,7,0,1,0,3.5,4,0.0,5.45,0.087,0.0,4,0,1,2.5,10,63.86,ai
23,0.2609,46.06,0.1304,0.3529,0,0,1,0,0,3,0,0.0,0,0.0,3.58,0.2632,0.0,0,0,1,0.0,0,100.0,ai
15,0.2667,25.18,0.0,0.4545,1,0,0,1,0,0,0,14.0,14,0.0,7.67,0.0,0.0,0,0,1,2.0,2,100.0,ai
17,0.0,18.24,0.0,0.0,1,0,2,3,0,0,0,15.0,15,0.0,1.44,0.9444,0.0,1,0,1,5.0,5,60.78,ai
18,0.1111,33.56,0.0,0.0,1,0,0,2,0,0,0,13.0,13,1.0,14.29,0.0,0.0,0,0,1,2.0,2,96.09,ai
23,0.2609,32.41,0.0,0.3529,1,0,3,1,0,0,0,14.0,14,0.0,2.23,0.5385,0.0,6,0,1,4.0,4,92.59,ai
37,0.1081,26.45,0.0,0.1515,0,0,0,4,4,0,0,0.0,0,0.0,3.67,0.0,0.0,4,0,1,0.0,0,75.87,ai
22,0.2273,28.88,0.0,0.2941,1,0,2,2,0,0,0,18.0,18,0.0,6.2,0.4,0.0,1,0,1,5.0,5,92.35,ai
26,0.1538,19.55,0.0,0.1818,1,0,2,4,0,0,0,11.0,11,0.0,2.33,0.6,0.0,1,0,1,4.0,4,85.88,ai
17,0.2941,30.08,0.0,0.0,1,0,2,1,0,0,0,14.0,14,0.0,7.71,0.0,0.0,0,0,1,4.0,4,67.58,ai
146,0.1712,48.62,0.1301,0.0248,5,1,0,8,3,9,0,24.4,68,0.6,8.1,0.0541,0.0,0,0,1,4.67,8,67.73,ai
22,0.0455,25.24,0.0,0.0476,1,0,1,3,0,0,0,5.0,5,0.0,4.38,0.0,0.0,3,0,1,1.0,1,71.72,ai
25,0.04,30.83,0.0,0.3333,1,0,0,4,0,1,0,22.0,22,0.0,9.65,0.0,0.0,9,0,1,5.0,5,86.14,ai
19,0.2632,25.0,0.0,0.2857,1,0,2,1,0,0,0,13.0,13,0.0,4.53,0.3333,0.0,7,0,1,4.0,4,100.0,ai
26,0.2308,28.7,0.0385,0.15,1,0,2,0,0,2,0,17.0,17,1.0,2.27,0.75,0.0,4,0,1,3.0,3,80.58,ai
45,0.2444,36.76,0.1111,0.3529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ai
18,0.1667,35.27,0.0,0.0,1,0,2,2,0,0,0,16.0,16,0.0,6.68,0.0588,0.0,0,0,1,5.0,5,59.19,ai
16,0.3125,33.55,0.0,0.0,1,0,0,2,0,2,0,6.0,6,0.0,4.5,0.0,0.0,0,0,1,2.0,2,70.56,ai
20,0.2,32.62,0.05,0.25,0,0,0,0,0,4,0,0.0,0,0.0,5.61,0.1739,0.0,2,0,1,0.0,0,100.0,ai
17,0.1765,23.5,0.0,0.1429,1,0,1,2,0,0,0,5.0,5,0.0,3.5,0.4286,0.0,5,0,1,3.0,3,87.47,ai
28,0.2143,36.91,0.0,0.2273,1,0,2,3,0,0,0,28.0,28,0.0,1.46,0.7083,0.0,0,0,1,8.0,8,86.53,ai
20,0.15,36.47,0.0,0.0,1,0,0,2,0,0,0,11.0,11,0.0,5.0,0.0,0.0,0,0,1,8.0,8,58.41,ai
29,0.2414,37.45,0.069,0.2273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ai
26,0.1154,30.17,0.0,0.3478,2,0,1,1,0,1,0,9.5,12,0.0,8.25,0.0,0.0,0,0,1,2.0,3,100.0,ai
70,0.2143,30.33,0.0,0.2364,1,0,3,5,0,1,0,43.0,43,0.0,8.13,0.0645,0.0,7,0,1,9.0,9,77.05,ai
17,0.1765,38.57,0.0,0.2143,1,0,0,0,0,0,0,8.0,8,0.0,6.23,0.0,0.0,0,0,1,1.0,1,98.22,ai
122,0.1148,32.4,0.0492,0.0648,0,0,2,21,3,10,0,0.0,0,0.0,4.86,0.3987,0.0,12,0,1,0.0,0,46.08,ai
25,0.24,25.21,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ai
15,0.0667,30.36,0.0,0.0714,1,0,3,1,0,0,0,11.0,11,0.0,6.88,0.125,0.0,0,0,1,5.0,5,79.01,ai
17,0.1765,26.57,0.0,0.4286,1,0,0,1,0,0,0,13.0,13,0.0,9.5,0.0,0.0,4,0,1,2.0,2,100.0,ai
26,0.2308,31.4,0.0,0.25,0,0,0,0,0,2,0,0.0,0,0.0,8.27,0.0,0.0,0,0,1,0.0,0,90.36,ai
25,0.2,33.05,0.0,0.15,1,0,2,2,0,0,0,21.0,21,0.0,10.22,0.0,0.0,0,0,1,5.0,5,84.65,ai
37,0.0811,23.26,0.0,0.3529,1,0,2,3,0,0,0,30.0,30,0.0,2.63,0.5429,0.0,1,0,1,5.0,5,83.05,ai
29,0.2414,35.0,0.0345,0.3182,0,0,0,0,0,3,0,0.0,0,0.0,6.12,0.1176,0.0,3,0,1,0.0,0,98.36,ai
35,0.2857,36.72,0.0,0.08,2,0,0,0,0,2,0,14.0,17,1.0,6.0,0.2222,0.0,0,0,1,1.0,1,100.0,ai
63,0.2222,34.67,0.0,0.1224,5,0,1,6,0,0,0,2.0,2,0.0,3.08,0.675,0.0,4,0,1,1.0,1,75.06,ai
15,0.2667,21.45,0.0,0.0,1,0,1,2,0,0,0,15.0,15,0.0,2.81,0.1875,0.0,0,0,1,4.0,4,68.73,ai
27,0.1481,36.61,0.0,0.2609,1,0,4,2,0,0,0,26.0,26,0.0,3.12,0.4186,0.0,0,0,1,7.0,7,83.12,ai
24,0.2083,37.32,0.0417,0.2632,0,0,0,0,0,6,0,0.0,0,0.0,6.0,0.0714,0.0,2,0,1,0.0,0,100.0,ai
34,0.1765,23.61,0.0,0.0714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ai
274,0.0985,41.59,0.0438,0.0405,5,1,3,3,7,13,0,24.6,72,0.6,13.96,0.0,0.0,1,0,1,3.0,9,70.06,ai
15,0.2,34.5,0.0667,0.0,1,0,2,0,0,1,0,8.0,8,0.0,5.75,0.125,0.0,0,0,1,3.0,3,66.81,ai
21,0.0952,28.37,0.0,0.1579,1,0,1,0,0,0,0,21.0,21,1.0,1.53,0.6765,0.0,1,0,1,6.0,6,100.0,ai
32,0.0312,39.06,0.0,0.4516,1,0,2,2,0,0,0,32.0,32,0.0,6.38,0.0,0.0,0,0,1,5.0,5,89.01,ai
66,0.1364,34.53,0.0303,0.0351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ai
16,0.0625,19.73,0.0,0.0667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ai
41,0.1463,18.43,0.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ai
497,0.0684,36.95,0.0503,0.0691,5,0,1,37,5,9,0,57.8,198,0.0,7.93,0.0155,0.0,0,0,1,9.8,24,42.33,ai
20,0.2,31.75,0.0,0.3125,1,0,1,2,0,0,0,20.0,20,0.0,5.88,0.1875,0.0,0,0,1,4.0,4,97.53,ai
22,0.0909,18.25,0.0,0.05,1,0,2,3,0,0,0,15.0,15,0.0,2.26,0.8261,0.0,1,0,1,5.0,5,73.1,ai
15,0.1333,19.62,0.0,0.0,1,0,0,1,0,2,0,2.0,2,0.0,4.5,0.125,0.0,1,0,1,1.0,1,65.24,ai
19,0.2632,35.14,0.0,0.3571,0,0,1,1,0,0,0,0.0,0,0.0,8.22,0.0,0.0,0,0,1,0.0,0,92.73,ai
19,0.2105,24.4,0.0,0.4667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ai
22,0.2273,32.06,0.0455,0.4118,1,0,1,1,0,0,0,17.0,17,0.0,5.31,0.0,0.0,0,0,1,3.0,3,97.53,ai
23,0.2174,34.17,0.0435,0.1667,1,0,2,2,0,0,0,23.0,23,0.0,3.05,0.2273,0.0,2,0,1,5.0,5,83.51,ai
35,0.1714,22.66,0.0,0.0,1,0,3,2,0,0,0,31.0,31,0.0,2.89,0.4364,0.0,3,0,1,7.0,7,50.5,ai
24,0.2083,39.11,0.0417,0.2105,1,0,1,1,0,1,0,5.0,5,0.0,9.0,0.0,0.0,0,0,1,2.0,2,90.05,ai
160,0.0938,42.25,0.1313,0.0828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ai
26,0.3077,29.11,0.0,0.1111,1,0,0,2,0,0,0,4.0,4,0.0,7.4,0.0,0.0,0,0,1,1.0,1,80.74,ai
46,0.1304,20.85,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ai
16,0.1875,26.0,0.0,0.0,1,0,2,3,0,0,0,16.0,16,0.0,3.82,0.3929,0.0,0,0,1,7.0,7,61.9,ai
19,0.3158,31.31,0.0,0.2308,0,0,0,0,0,3,0,0.0,0,0.0,6.62,0.1875,0.0,0,0,1,0.0,0,100.0,ai
30,0.2,28.88,0.0333,0.2083,1,0,4,1,0,0,0,14.0,14,0.0,3.39,0.5,0.0,5,0,1,7.0,7,86.52,ai
26,0.3077,26.56,0.0,0.2222,1,0,0,1,0,0,0,15.0,15,0.0,3.21,0.625,0.0,4,0,1,1.0,1,86.88,ai
15,0.0667,22.36,0.0,0.0,2,1,1,1,0,0,0,6.5,10,0.0,4.94,0.0,0.0,0,0,1,2.0,3,69.72,ai
15,0.2,23.42,0.0,0.0,1,0,1,2,0,0,0,5.0,5,0.0,3.5,0.4286,0.0,4,0,1,3.0,3,65.58,ai
60,0.1333,42.81,0.1833,0.3846,2,0,2,2,0,3,0,3.0,3,1.0,3.96,0.3478,0.0,2,0,1,1.0,1,83.45,ai
35,0.1714,24.34,0.0,0.4483,1,0,3,1,0,0,0,17.0,17,0.0,3.76,0.44,0.0,1,0,1,6.0,6,87.03,ai
24,0.375,46.47,0.0,0.0,0,0,0,0,0,4,0,0.0,0,0.0,8.94,0.0,0.0,0,0,1,0.0,0,65.85,ai
21,0.0952,31.21,0.0,0.5263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ai
16,0.3125,21.0,0.0,0.4545,0,0,0,0,0,1,0,0.0,0,0.0,3.67,0.0,0.0,0,0,1,0.0,0,100.0,ai
20,0.2,33.62,0.0,0.4375,0,0,1,1,0,0,0,0.0,0,0.0,4.43,0.0,0.0,0,0,1,0.0,0,98.73,ai
34,0.3529,25.14,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ai
17,0.2353,40.54,0.0588,0.3077,0,0,0,0,0,4,0,0.0,0,0.0,5.84,0.2632,0.0,3,0,1,0.0,0,100.0,ai
15,0.1333,24.92,0.0,0.0769,1,0,1,2,0,0,0,10.0,10,0.0,5.88,0.1923,0.0,3,0,1,6.0,6,85.33,ai
19,0.1053,40.24,0.0,0.1765,0,0,0,1,1,4,0,0.0,0,0.0,8.25,0.0,0.0,0,0,1,0.0,0,96.98,ai
18,0.0556,22.76,0.0,0.0588,1,0,0,1,0,0,0,5.0,5,0.0,5.17,0.1667,0.0,0,0,1,3.0,3,100.0,ai
33,0.2727,29.79,0.0,0.25,0,0,2,0,0,3,0,0.0,0,0.0,6.7,0.0,0.0,0,0,1,0.0,0,100.0,ai
16,0.3125,17.82,0.0,0.0,5,1,0,0,0,0,0,2.0,2,0.0,1.0,1.0,0.0,0,0,1,1.17,2,65.04,ai
18,0.0556,30.41,0.0,0.0,1,0,1,2,0,0,0,14.0,14,0.0,8.42,0.2308,0.0,7,0,1,4.0,4,62.96,ai
21,0.1905,43.47,0.0476,0.0,1,0,1,3,0,1,0,19.0,19,0.0,12.19,0.0,0.0,0,0,1,10.0,10,56.43,ai
23,0.2174,35.0,0.0435,0.3333,0,0,0,0,0,4,0,0.0,0,0.0,6.54,0.0,0.0,1,0,1,0.0,0,100.0,ai
15,0.2,30.58,0.0,0.0,1,0,1,0,0,0,0,5.0,5,0.0,9.31,0.1538,0.0,0,0,1,2.0,2,94.99,ai
39,0.2051,29.74,0.0,0.0,6,1,2,3,0,0,0,5.5,16,0.0,3.96,0.0444,0.0,0,0,1,2.14,5,49.68,ai
21,0.1429,27.17,0.0,0.0556,1,0,2,2,0,0,0,16.0,16,0.0,8.54,0.3462,0.0,1,0,1,5.0,5,81.37,ai
17,0.0588,29.5,0.0,0.0,1,0,1,3,0,0,0,17.0,17,0.0,7.21,0.0833,0.0,0,0,1,6.0,6,61.04,ai
22,0.2727,21.38,0.0,0.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ai
23,0.2174,41.39,0.0,0.2778,0,0,0,0,0,1,0,0.0,0,0.0,8.9,0.0,0.0,0,0,1,0.0,0,100.0,ai
19,0.2632,36.07,0.0,0.0,1,0,2,2,0,0,0,16.0,16,0.0,6.13,0.2258,0.0,0,0,1,6.0,6,61.19,ai
18,0.2222,27.57,0.0,0.0,1,0,2,0,0,1,0,10.0,10,0.0,6.88,0.04,0.0,2,0,1,3.0,3,69.85,ai
19,0.0526,25.39,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ai
18,0.2222,27.64,0.0,0.0,5,1,1,1,0,0,0,2.6,5,0.0,3.42,0.1667,0.0,0,0,1,1.5,3,65.59,ai
28,0.1786,27.52,0.0,0.3478,1,0,1,2,0,0,0,28.0,28,0.0,3.57,0.5,0.0,0,0,1,5.0,5,87.95,ai
16,0.25,26.75,0.0,0.0,4,1,0,1,0,0,0,2.75,4,0.0,3.86,0.0,0.0,0,0,1,1.4,2,68.2,ai
59,0.1356,33.14,0.0,0.1961,4,0,9,4,0,0,0,9.5,25,0.0,3.19,0.5053,0.0,5,0,1,6.75,18,68.17,ai
18,0.2222,29.64,0.0,0.2857,0,0,2,1,0,0,0,0.0,0,0.0,6.71,0.0,0.0,0,0,1,0.0,0,97.57,ai
22,0.1364,24.79,0.0,0.0,1,0,1,1,0,0,0,22.0,22,1.0,6.62,0.0,0.0,0,0,1,3.0,3,89.54,ai
